"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2022 Provincial General Election_10_27_2022",1,5,"2022-Jun-02","Doug Downey","JEFF LEHMAN","LIB",16335,0.413544303797468,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","BAYLEE NGUYEN","NBO",770,0.0226244343891403,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","CHRISTOPHER BROPHY","NAP",201,0.00486400154873681,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","BRAD HARNESS","CNS",267,0.00535263221202036,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","SPENCER FORD","NBO",1898,0.0384833738848337,0
"2022 Provincial General Election_10_27_2022",1,95,"2022-Jun-02","Mitzie Hunter","VERONICA JAVIER","NDP",4824,0.166637880410377,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","PAUL REDDICK","CNS",60,0.00163220892274211,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","JOHN OLTHUIS","LIB",6564,0.180966034406705,0
"2022 Provincial General Election_10_27_2022",1,115,"2022-Jun-02","Ted Arnott","TOM TAKACS","LIB",6920,0.139817752005334,0
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","KENNETH JONES","NRT",138,0.0051883600270697,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","DARREL GRANT","ONP",368,0.00854125565742137,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","GARRY READER","NBO",625,0.0165839679465068,0
"2022 Provincial General Election_10_27_2022",1,16,"2022-Jun-02","Belinda Karahalios","CARLA JOHNSON","GPO",3537,0.0897692951955534,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","HITEN PATEL","NA",195,0.00564857192514918,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","NICK BALASKAS","ONP",679,0.0241396473265074,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","KATE DUPUIS","NDP",13500,0.33211966148396,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","ADIL SHAMJI","LIB",12313,0.438559623878045,3275
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","GABRIEL BLANC","GPO",690,0.0274867545711668,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","BRIAN SAUNDERSON","PCP",27067,0.511798963808948,15380
"2022 Provincial General Election_10_27_2022",1,124,"2022-Jun-02","Guy Bourgouin","ERIC CÔTÉ","PCP",2594,0.357546519641626,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","ALLEN HADLEY","IND",112,0.00297184705601401,0
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","SARA LABELLE","NDP",10524,0.228266527850078,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","ERWIN E. SNIEDZINS","NBO",393,0.0100106984563656,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","PAUL BEATTY","IND",156,0.00489503906617716,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","CATHERINE FIFE","NDP",20615,0.458906549129602,7439
"2022 Provincial General Election_10_27_2022",1,52,"2022-Jun-02","Steve Clark","STEVE CLARK","PCP",24657,0.576852891633914,16911
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","JOHN FERGUSON","ONP",310,0.00762645148592796,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","MAEVE MCNAUGHTON","NDP",3154,0.0677274581803346,0
"2022 Provincial General Election_10_27_2022",1,33,"2022-Jun-02","Mike Schreiner","RAECHELLE DEVEREAUX","LIB",7263,0.132929463011091,0
"2022 Provincial General Election_10_27_2022",1,86,"2022-Jun-02","Dave Smith","TOM MARAZZO","ONP",1972,0.0376529891356233,0
"2022 Provincial General Election_10_27_2022",1,18,"2022-Jun-02","Rick Nicholls","BROCK MCGREGOR","NDP",11163,0.302766476810415,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","PEKKA REINIO","NDP",6942,0.191387295985884,0
"2022 Provincial General Election_10_27_2022",1,12,"2022-Jun-02","Amarjot Sandhu","AMARJOT SANDHU","PCP",14751,0.478369438318848,6662
"2022 Provincial General Election_10_27_2022",1,108,"2022-Jun-02","Gilles Bisson","GEORGE PIRIE","PCP",9356,0.648057075569717,5085
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","EMIL LABAJ","ONP",519,0.0112571577303488,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","GARY KASCHAK","LIB",5598,0.145210240979482,0
"2022 Provincial General Election_10_27_2022",1,59,"2022-Jun-02","Parm Gill","MASOOD KHAN","CNS",107,0.00274873481131348,0
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","GILLIAN VIVONA","LIB",11658,0.285057583685845,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","PAUL PAOLATTO","PCP",16886,0.338518904614891,0
"2022 Provincial General Election_10_27_2022",1,64,"2022-Jun-02","Deepak Anand","ROBERT CHAN","GPO",1173,0.040416221617338,0
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","YURI DUBOISKY","MOD",118,0.00284179852130144,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","MARK FRASER PLATT","NBO",764,0.0164057634907342,0
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","ROB BARRETT","LIB",6486,0.243852921272276,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","BRYANT THOMPSON","NAP",98,0.00249630648530235,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","NETALIA DUBOISKY","MOD",70,0.00161917098445595,0
"2022 Provincial General Election_10_27_2022",1,43,"2022-Jun-02","Merrilee Fullerton","JENNIFER BOUDREAU","NBO",1085,0.023810046303408,0
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","MANAL ABDULLAHI","LIB",9784,0.277072949705483,0
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","PATRICK MACKLEM","GPO",2587,0.060636602287643,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","PAUL MCKEEVER","FRE",160,0.00371358941627016,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","REEAD RAHAMUT","GPO",1137,0.0299297164968807,0
"2022 Provincial General Election_10_27_2022",1,121,"2022-Jun-02","Caroline Mulroney","SPENCER YANG KI","NDP",4083,0.11147209784864,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","GEORGE SIMOPOULOS","ONP",232,0.00561417094182557,0
"2022 Provincial General Election_10_27_2022",1,52,"2022-Jun-02","Steve Clark","STEPHEN IRELAND","PPF",189,0.00442167321729365,0
"2022 Provincial General Election_10_27_2022",1,121,"2022-Jun-02","Caroline Mulroney","ALANA HOLLANDER","ONP",698,0.0190564595391504,0
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","MARJAN KASIRLOU","LIB",10000,0.307134740010443,0
"2022 Provincial General Election_10_27_2022",1,47,"2022-Jun-02","Laura Mae Lindo","WAYNE MAK","GPO",4980,0.128013983856871,0
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","TAYLOR RUSSELL","NBO",399,0.0130141230959914,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","MONICA HENRIQUES","GPO",1143,0.0361903555710351,0
"2022 Provincial General Election_10_27_2022",1,5,"2022-Jun-02","Doug Downey","BEVERLEY PATCHELL","NDP",3093,0.0783037974683544,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","IVAN BYARD","COM",166,0.00475358666704848,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","ANGELA KENNEDY","PCP",7536,0.185396575477268,0
"2022 Provincial General Election_10_27_2022",1,41,"2022-Jun-02","Tom Rakocevic","PAUL NGUYEN","PCP",6865,0.2974694514256,0
"2022 Provincial General Election_10_27_2022",1,77,"2022-Jun-02","Jennifer French","CATHERINE MOSCA","LIB",3726,0.091303388958318,0
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","CARL QIU","PCP",6535,0.175761813829644,0
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","DYLAN STELPSTRA","NDP",9489,0.236156392324731,0
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","GUNES AGDUK","COM",221,0.00518001125070316,0
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","HARVEY BISCHOF","NDP",13283,0.282899921197794,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","ANDREA HORWATH","NDP",16690,0.572614677325282,11890
"2022 Provincial General Election_10_27_2022",1,82,"2022-Jun-02","Ernie Hardeman","ERNIE HARDEMAN","PCP",22166,0.500124094672954,12662
"2022 Provincial General Election_10_27_2022",1,107,"2022-Jun-02","John Vanthof","JEFF WILKINSON","NAP",157,0.00689231309539488,0
"2022 Provincial General Election_10_27_2022",1,71,"2022-Jun-02","France Gélinas","GLENYS BABCOCK","GPO",921,0.0299541418674993,0
"2022 Provincial General Election_10_27_2022",1,44,"2022-Jun-02","Greg Rickford","MI'AZHIKWAN","IND",95,0.00591568590821346,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","KEVIN ST. DENIS","NDP",7256,0.156696756359867,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","ANNA DOLAN","GPO",1470,0.0365780830098537,0
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","DAVID FARROW","LIB",5727,0.194729683781027,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","MICHELE BRANIFF","GPO",1764,0.0408939169139466,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","IRWIN ELMAN","NDP",3392,0.0922742110990207,0
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","MICHELLE MCARTHUR","GPO",1865,0.0452582022908173,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","ROB FLACK","PCP",22369,0.510812724075723,14396
"2022 Provincial General Election_10_27_2022",1,40,"2022-Jun-02","Daryl Kramp","ERIC DEPOE","NDP",7258,0.190079614498219,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","SCOTT HEALEY","PCP",8773,0.157275774905434,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","LAURA GARNER","GPO",2702,0.0646473346731745,0
"2022 Provincial General Election_10_27_2022",1,56,"2022-Jun-02","Paul Calandra","MICHELE PETIT","ONP",517,0.011824440225968,0
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","MONIKA FREJLICH","PCP",6270,0.146962310144384,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","CHRISTINE OLIVER","ONP",484,0.0127405301534655,0
"2022 Provincial General Election_10_27_2022",1,51,"2022-Jun-02","Randy Hillier","MARCIN LEWANDOWSKI","NBO",753,0.0170419825732715,0
"2022 Provincial General Election_10_27_2022",1,69,"2022-Jun-02","Wayne Gates","DEVON ST. DENIS-RICHARD","NAP",135,0.00268155092960432,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","PARVIZ ISGANDAROV","MOD",80,0.00284414106939704,0
"2022 Provincial General Election_10_27_2022",1,49,"2022-Jun-02","Amy Fee","JESS DIXON","PCP",13768,0.399118738404453,4650
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","CASSIE WYLIE","GPO",1740,0.049479610987886,0
"2022 Provincial General Election_10_27_2022",1,120,"2022-Jun-02","Roman Baber","LIONEL WAYNE POIZNER","PSN",124,0.00440841865756541,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","ADRIANE FRANKLIN","GPO",1188,0.0351916582735944,0
"2022 Provincial General Election_10_27_2022",1,61,"2022-Jun-02","Kaleed Rasheed","KALEED RASHEED","PCP",13840,0.409128532576564,1206
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","VINCENT GIRCYS","ONP",837,0.0203115899825277,0
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","DENIS HENG","NDP",5281,0.127182525347398,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","MARIO BILUSIC","NBO",395,0.0111352296112536,0
"2022 Provincial General Election_10_27_2022",1,71,"2022-Jun-02","France Gélinas","GILLES PROULX","LIB",3042,0.0989364816079618,0
"2022 Provincial General Election_10_27_2022",1,106,"2022-Jun-02","Michael Gravelle","ADAM CHERRY","CNS",125,0.00507428757002516,0
"2022 Provincial General Election_10_27_2022",1,52,"2022-Jun-02","Steve Clark","DAVE SENGER","PPR",88,0.00205876848212614,0
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","KEVIN LINFIELD","NAP",271,0.00555555555555555,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","FARHEEN ALIM","NDP",8595,0.179189425843306,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","JUDI FALARDEAU","LTN",372,0.00862388724035608,0
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","BOB BAILEY","PCP",21184,0.527214355043428,11695
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","MELISSA COULBECK","GPO",1002,0.0259915436694249,0
"2022 Provincial General Election_10_27_2022",1,8,"2022-Jun-02","Sara Singh","KARITSA TYE","GPO",882,0.0360544495769121,0
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","BLAKE LIBFELD","PCP",9445,0.223926598544299,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","NICK BABIC","IND",173,0.00448756193094861,0
"2022 Provincial General Election_10_27_2022",1,9,"2022-Jun-02","Gurratan Singh","PAUL STARK","ONP",167,0.00575148092023694,0
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","CAMERON RAJEWSKI","ERO",79,0.00224648808508218,0
"2022 Provincial General Election_10_27_2022",1,81,"2022-Jun-02","Jeremy Roberts","SAM BHALESAR","LIB",9384,0.224422442244224,0
"2022 Provincial General Election_10_27_2022",1,101,"2022-Jun-02","Chris Glover","CHI NGUYEN","LIB",9463,0.279499069616327,0
"2022 Provincial General Election_10_27_2022",1,95,"2022-Jun-02","Mitzie Hunter","DEAN BOULDING","GPO",818,0.0282565891740647,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","PATRICE BARNES","PCP",15336,0.406930771884204,1775
"2022 Provincial General Election_10_27_2022",1,15,"2022-Jun-02","Jane McKenna","MARIAM MANAA","LIB",15452,0.294211728865194,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","SAM OOSTERHOFF","PCP",18779,0.449301368552015,10121
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","IGOR TVOROGOV","ONP",351,0.0101674294652685,0
"2022 Provincial General Election_10_27_2022",1,75,"2022-Jun-02","Effie Triantafilopoulos","DORU MARIN GORDAN","NBO",1097,0.0232933432423824,0
"2022 Provincial General Election_10_27_2022",1,69,"2022-Jun-02","Wayne Gates","TOMMY WARD","GPO",1356,0.026934689337359,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","ARLENA HEBERT","LIB",16081,0.409623516225992,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","NEETHAN SHAN","NDP",8358,0.262261131507107,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","SARAH WALJI","NDP",4148,0.122874577877836,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","WILL MCCARTY","NDP",1927,0.0535902997942043,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","RIZWAN KHAN","GPO",1139,0.0405684570451631,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","MARY MARKOVIC","NBO",1612,0.0336071383896927,0
"2022 Provincial General Election_10_27_2022",1,89,"2022-Jun-02","Daisy Wai","LES HOFFMAN","NBO",535,0.017372386024159,0
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","AARON CAYDEN HILTZ","LIB",8070,0.174429914622285,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","SHELDON SIMPSON","ONP",2353,0.051797389217866,0
"2022 Provincial General Election_10_27_2022",1,94,"2022-Jun-02","Christina Mitas","HIDIE JABER","NBO",355,0.0111393517211083,0
"2022 Provincial General Election_10_27_2022",1,57,"2022-Jun-02","Logan Kanapathi","ZANE ABULAIL","GPO",733,0.0255409596153176,0
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","IAN ORCHARD","ONP",351,0.00873547198924864,0
"2022 Provincial General Election_10_27_2022",1,44,"2022-Jun-02","Greg Rickford","LARRY BREILAND","ONP",276,0.0171866243228096,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","ROBBY SMINK","FRE",182,0.00437531552756208,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","MICHAEL TIBOLLO","PCP",19340,0.537849713554703,6725
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","ZAIGHAM BUTT","NDP",9614,0.27338906898709,0
"2022 Provincial General Election_10_27_2022",1,11,"2022-Jun-02","Prabmeet Singh Sarkaria","PRABMEET SINGH SARKARIA","PCP",12980,0.453814418572128,5023
"2022 Provincial General Election_10_27_2022",1,21,"2022-Jun-02","Vincent Ke","JAY SOBEL","NBO",690,0.0217473524962179,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","DAVID GHOBRIAL","NBO",2147,0.0405967552849525,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","STEVE HOEHLMANN","NBO",385,0.0110248847398414,0
"2022 Provincial General Election_10_27_2022",1,123,"2022-Jun-02","Sol Mamakwa","DWIGHT MONCK","PCP",1426,0.299391140037791,0
"2022 Provincial General Election_10_27_2022",1,107,"2022-Jun-02","John Vanthof","JOHN VANTHOF","NDP",9735,0.427367311997893,1711
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","MITCHELL GILBOY","ONP",530,0.0116866221252012,0
"2022 Provincial General Election_10_27_2022",1,46,"2022-Jun-02","Ian Arthur","MARY RITA HOLLAND","NDP",15186,0.311514082340151,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","STEPHEN CRAWFORD","PCP",21162,0.454422469883399,3608
"2022 Provincial General Election_10_27_2022",1,84,"2022-Jun-02","Norm Miller","ANDREW JOHN COCKS","ONP",1649,0.0370079447012882,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","AZIZ CHOUHDERY","LIB",3329,0.0732824091399388,0
"2022 Provincial General Election_10_27_2022",1,96,"2022-Jun-02","Raymond Cho","PETE GRUSYS","ONP",105,0.00401115483057646,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","LAURIE HAZZARD","NDP",7679,0.163759276635673,0
"2022 Provincial General Election_10_27_2022",1,77,"2022-Jun-02","Jennifer French","DAVE FORSYTHE","ONP",843,0.0206572079688304,0
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","ELIZABETH VAN HOUTTE","NDP",8208,0.17741273100616,0
"2022 Provincial General Election_10_27_2022",1,5,"2022-Jun-02","Doug Downey","GERRY AUGER","ONP",638,0.0161518987341772,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","ANDREW DOWIE","PCP",17692,0.458924541516433,6141
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","JIM KARAHALIOS","NBO",2223,0.0591396419165181,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","NIKITA MAHOOD","PPR",86,0.00195672453414029,0
"2022 Provincial General Election_10_27_2022",1,32,"2022-Jun-02","Amanda Simard","THAILA RIDEN","GPO",1670,0.0376278671533505,0
"2022 Provincial General Election_10_27_2022",1,33,"2022-Jun-02","Mike Schreiner","JAMES PARR","NDP",4402,0.08056663860317,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","MATTHEW RAE","PCP",19468,0.468014520277905,10298
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","PETER BETHLENFALVY","PCP",19208,0.444300518134715,6863
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","NASIR ABDULLE","GPO",2315,0.0615871664582724,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","VANESSA LALONDE","LIB",6077,0.121827512930516,0
"2022 Provincial General Election_10_27_2022",1,65,"2022-Jun-02","Nina Tangri","AMIR KENDIC","NBO",737,0.0194003527336861,0
"2022 Provincial General Election_10_27_2022",1,66,"2022-Jun-02","Lisa MacLeod","LISA MACLEOD","PCP",17123,0.392576289061604,2094
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","MASON BOURDEAU","GPO",1266,0.0315074288842985,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","TESS PRENDERGAST","NDP",4967,0.107680967762915,0
"2022 Provincial General Election_10_27_2022",1,96,"2022-Jun-02","Raymond Cho","JAMES BOUNTROGIANNIS","NBO",277,0.0105818084578065,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","ANDY KROEKER","NDP",7973,0.182069374985728,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","GRACE DEAN","ONP",764,0.0210630789589766,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","SUZANNE COLES","ONP",1680,0.0401808136614766,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","HAL DAVID BERMAN","NDP",3253,0.102998448532438,0
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","MICHAEL FORD","PCP",11138,0.365996319663512,796
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","MICHAEL PARSA","PCP",17340,0.532571639178107,7340
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","TANYA VREBOSCH","LIB",4150,0.135359926938256,0
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","PRIYAN DE SILVA","GPO",850,0.0240711372904395,0
"2022 Provincial General Election_10_27_2022",1,7,"2022-Jun-02","Rima Berns-McGown","ABHIJEET MANAY","GPO",4154,0.102194449911435,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","MARC ADORNATO","NAP",233,0.0041770495329951,0
"2022 Provincial General Election_10_27_2022",1,53,"2022-Jun-02","Teresa J. Armstrong","DAVE DURNIN","FRE",248,0.00723876240513718,0
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","WILL BOUMA","PCP",20738,0.441675718271463,7455
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","DAVE PLUMB","FRE",261,0.00596012879358772,0
"2022 Provincial General Election_10_27_2022",1,82,"2022-Jun-02","Ernie Hardeman","MARY HOLMES","LIB",5457,0.123124478238307,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","PAUL SAGUIL","LIB",11990,0.379634613557927,0
"2022 Provincial General Election_10_27_2022",1,44,"2022-Jun-02","Greg Rickford","ANTHONY LEEK","LIB",1823,0.113518899059717,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","CHRISTIAN SHINGIRO","COM",130,0.00289390499087306,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","ROB STOCKI","NBO",1037,0.022394506111519,0
"2022 Provincial General Election_10_27_2022",1,41,"2022-Jun-02","Tom Rakocevic","TOM RAKOCEVIC","NDP",7959,0.344873905884392,883
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","DIANNE SAXE","GPO",5904,0.158790780237218,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","AMANDA STARK","GPO",2043,0.0466534219360142,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","GEORGE MCMORROW","IND",99,0.002179320668325,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","LAURIE SCOTT","PCP",25594,0.523116543351183,17902
"2022 Provincial General Election_10_27_2022",1,108,"2022-Jun-02","Gilles Bisson","GILLES BISSON","NDP",4271,0.295837085267022,0
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","DANIEL THOMAS","IND",154,0.00380246913580246,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","PAUL SIMOES","NBO",1492,0.0339468954062479,0
"2022 Provincial General Election_10_27_2022",1,57,"2022-Jun-02","Logan Kanapathi","SANDRA TAM","LIB",10763,0.375030488867208,0
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","JASON LAFACE","ONP",353,0.0120027201632098,0
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","J. DAVID POPESCU","IND",90,0.00306018361101666,0
"2022 Provincial General Election_10_27_2022",1,46,"2022-Jun-02","Ian Arthur","TED HSU","LIB",18360,0.376623110217645,3174
"2022 Provincial General Election_10_27_2022",1,63,"2022-Jun-02","Rudy Cuzzetto","RUDY CUZZETTO","PCP",19341,0.450944276055024,3573
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","BRET SNIDER","PCP",9750,0.276000679386288,0
"2022 Provincial General Election_10_27_2022",1,92,"2022-Jun-02","Ross Romano","LIAM HANCOCK","LIB",1610,0.0598869215890492,0
"2022 Provincial General Election_10_27_2022",1,40,"2022-Jun-02","Daryl Kramp","JOYCE REID","NBO",1129,0.0295673580557301,0
